# x,y
-8.935272,-3.755515
-10.125553,-5.444665
-10.467860,-4.920793
-9.017694,-4.985350
-9.339212,-4.579066
-9.632748,-5.384862
-9.467761,-6.013878
-9.386792,-5.973078
-10.307949,-5.207197
-9.690780,-4.745521
-8.292413,-5.264028
-9.184536,-4.765972
-10.623323,-4.297769
-9.403297,-4.249749
-9.512872,-5.133917
-10.721359,-5.363560
-9.545483,-5.980294
-8.895118,-5.625854
-8.352265,-5.503043
-10.218427,-5.579151
-8.737438,-5.114874
-10.666831,-6.240704
-8.197220,-4.727852
-9.781166,-5.259593
-8.710418,-4.889026
-9.854236,-5.182422
-9.041513,-5.188281
-9.919872,-6.216258
-9.374640,-5.509211
-8.723244,-4.454911
-9.980509,-5.614189
-9.618100,-5.605008
-9.965671,-5.561449
-9.125242,-4.268374
-9.456849,-5.499679
-8.369328,-6.350103
-10.021816,-4.260046
-10.562944,-4.274315
-9.256993,-5.075278
-9.368469,-5.361887
-10.342588,-6.001477
-9.181525,-5.780890
-11.266040,-5.383006
-10.127844,-5.007269
-10.134963,-4.913845
-7.877458,-4.901257
-9.944165,-5.696230
-10.024482,-6.291179
-7.757958,-6.652085
-10.413230,-4.544372
-9.630895,-4.533469
-9.152316,-5.924062
-8.931204,-6.508064
-10.053666,-4.864764
-10.121832,-5.013485
-9.145599,-5.868940
-9.401146,-5.725397
-9.488825,-5.643817
-9.239560,-5.446052
-8.926456,-4.386958
-9.230507,-5.412699
-9.713641,-5.474961
-9.887215,-5.518263
-8.880089,-6.132249
-8.808757,-6.206605
-10.570587,-5.383883
-8.729895,-4.008408
-10.517499,-5.311340
-10.060496,-4.794041
-9.708571,-4.582734
-8.262989,-5.702851
-8.802777,-4.017245
-9.707946,-5.182565
-9.141272,-5.635701
-7.845357,-5.910809
-9.618119,-5.906594
-10.000879,-5.916067
-10.441778,-5.683964
-8.343693,-5.707789
-9.881130,-5.494413
-9.298260,-5.239789
-7.586160,-5.412242
-9.374549,-5.312113
-9.402711,-4.105439
-8.651941,-5.702011
-8.809216,-4.904260
-10.391878,-6.330224
-9.149370,-5.498370
-9.979070,-4.854783
-8.855114,-4.917741
-9.121600,-6.002916
-9.404563,-4.572689
-8.505960,-6.796373
-9.484469,-4.933178
-8.552711,-5.297737
-9.422095,-4.676400
-9.432190,-5.106193
-9.693265,-4.909005
-8.793235,-6.135795
-9.188899,-5.380167
-9.141897,-5.633314
-10.804906,-6.050660
-9.102103,-5.639689
