# x,y
-1.749823,0.306281
-2.089904,-0.176333
-2.187705,-0.026655
-1.773373,-0.045100
-1.865235,0.070981
-1.949102,-0.159246
-1.901963,-0.338965
-1.878829,-0.327308
-2.142017,-0.108485
-1.965683,0.023423
-1.566149,-0.124722
-1.821041,0.017580
-2.232124,0.151352
-1.883545,0.165072
-1.914852,-0.087548
-2.260134,-0.153160
-1.924169,-0.329370
-1.738351,-0.228101
-1.583250,-0.193012
-2.116439,-0.214757
-1.693299,-0.082107
-2.244554,-0.403772
-1.538951,0.028471
-1.991507,-0.123455
-1.685579,-0.017579
-2.012385,-0.101406
-1.780178,-0.103080
-2.031137,-0.396788
-1.875357,-0.194775
-1.689244,0.106454
-2.048462,-0.224768
-1.944917,-0.222145
-2.044223,-0.209700
-1.804101,0.159750
-1.898845,-0.192051
-1.588125,-0.435030
-2.060264,0.162130
-2.214873,0.158053
-1.841743,-0.070794
-1.873594,-0.152682
-2.151914,-0.335422
-1.820181,-0.272397
-2.415757,-0.158716
-2.090558,-0.051363
-2.092592,-0.024670
-1.447591,-0.021073
-2.038078,-0.248208
-2.061026,-0.418194
-1.413448,-0.521310
-2.172097,0.080894
-1.948573,0.084009
-1.811836,-0.313303
-1.748661,-0.480161
-2.069364,-0.010647
-2.088840,-0.053139
-1.809917,-0.297554
-1.882930,-0.256542
-1.907981,-0.233233
-1.836763,-0.176729
-1.747304,0.125869
-1.834176,-0.167200
-1.972214,-0.184989
-2.021807,-0.197361
-1.734057,-0.372785
-1.713676,-0.394030
-2.217056,-0.158967
-1.691144,0.234026
-2.201888,-0.138240
-2.071316,0.009560
-1.970766,0.069933
-1.557742,-0.250100
-1.711968,0.231502
-1.970587,-0.101447
-1.808680,-0.230915
-1.438419,-0.309517
-1.944923,-0.308313
-2.054283,-0.311019
-2.180254,-0.244704
-1.580801,-0.251511
-2.020068,-0.190547
-1.853534,-0.117797
-1.364363,-0.167069
-1.875331,-0.138461
-1.883377,0.206303
-1.668872,-0.249860
-1.713807,-0.021931
-2.165997,-0.429350
-1.810994,-0.191677
-2.048051,-0.007795
-1.726921,-0.025783
-1.803060,-0.335833
-1.883907,0.072803
-1.627163,-0.562535
-1.906737,-0.030194
-1.640520,-0.134353
-1.888915,0.043171
-1.891800,-0.079627
-1.966393,-0.023287
-1.709241,-0.373798
-1.822288,-0.157905
-1.808859,-0.230232
-2.284005,-0.349474
-1.797489,-0.232054
-1.926172,0.046457
-1.860906,-0.320114
-1.775382,0.025294
-1.503225,-0.053090
-2.045738,-0.450827
-1.710499,-0.590084
-1.734188,-0.059004
-1.924445,-0.222821
-1.820386,-0.372955
-1.856844,-0.302459
-1.818425,0.267223
-1.643747,-0.145810
-1.622997,-0.289391
-1.982332,-0.045204
-2.120805,-0.005257
-1.787616,0.007070
-1.965238,-0.072397
-2.197876,-0.110930
-1.897786,-0.354906
-1.891266,-0.023723
-1.575908,-0.133038
-1.926893,-0.397414
-1.840839,-0.414926
-2.078946,-0.085008
-1.499142,-0.112942
-1.781732,-0.162423
-2.195265,-0.267732
-1.930157,-0.369162
-2.092591,0.062773
-2.016325,-0.105061
-1.834607,-0.539791
-2.044324,-0.267736
-1.807656,-0.500465
-1.702155,-0.213062
-1.856449,-0.248552
-2.077583,-0.390695
-1.973901,-0.234369
-1.866675,-0.314047
-1.746842,0.156749
-1.764422,0.068299
-1.827987,-0.530513
-1.766960,-0.188296
-1.659769,0.062903
-1.777716,-0.110890
-1.899509,-0.208078
-1.776196,-0.343368
-1.451948,0.058636
-1.770419,0.140457
-1.670180,0.038399
-2.146017,0.000796
-1.925457,-0.298604
-2.061766,-0.159762
-1.713874,0.123391
-1.867265,-0.278177
-1.826281,-0.078567
-1.615284,-0.143656
-1.681356,-0.177269
-2.008737,0.022630
-1.749898,0.046654
-1.799567,-0.154396
-2.001343,-0.142639
-1.387229,-0.122013
-2.001773,0.214633
-1.814819,-0.489891
-2.011764,-0.025522
-1.761068,-0.085607
-1.753546,0.003644
-1.852321,-0.044969
-1.739128,-0.470400
-1.964389,-0.121709
-1.890782,0.052849
-1.862419,-0.224920
-1.772510,0.158691
-2.027650,-0.432308
-2.128556,0.035715
-1.751556,-0.022188
-1.829257,0.006316
-1.814198,0.147214
-1.870716,-0.141906
-2.159454,-0.231986
-2.098495,0.202597
-1.640492,-0.241692
-2.281408,-0.110566
-1.982480,-0.263021
-1.890413,-0.480049
-2.042179,-0.259893
-2.137274,-0.013923
-1.664695,-0.499605
-1.646525,-0.288492
-1.981284,-0.049982
-1.543285,0.055017
-1.506588,0.077456
-2.140426,0.218435
-2.172084,-0.291826
-1.688723,-0.251066
-2.114640,-0.016546
-1.718173,-0.329735
-1.711296,0.014845
-1.980924,0.061945
-1.771991,-0.088460
-1.991112,-0.257229
-1.483435,-0.140804
-1.830888,0.113571
-1.644757,0.010475
-1.973452,-0.131482
-1.873779,0.142850
-2.028206,-0.117778
-1.925528,-0.202402
-1.840006,-0.098213
-1.773370,0.622689
-1.711871,-0.392026
-1.863524,-0.363406
-1.872693,-0.078341
-2.016790,-0.213390
-1.994858,-0.320655
-1.686295,-0.263238
-1.987110,-0.387433
-1.985256,-0.125673
-2.289868,-0.165681
-1.817765,-0.290727
-2.183202,0.107678
-1.923210,-0.194684
-1.839026,-0.298934
-1.683704,-0.065301
-1.884291,-0.011557
-1.670549,-0.053338
-2.017248,-0.429549
-2.051503,-0.424417
-2.006508,-0.245282
-1.930355,-0.343610
-1.836568,-0.267900
-2.083829,-0.185925
-1.968507,0.063567
-2.097647,-0.387098
-1.883322,-0.381593
-1.642823,-0.096973
-1.931390,-0.608241
-1.549897,-0.433885
-2.221363,-0.260315
-1.790456,-0.106320
-1.861219,-0.283289
-1.919916,0.071898
-2.301159,-0.253008
-1.804822,-0.035700
-2.250538,-0.218160
-1.898132,-0.067515
-1.710312,-0.319074
-1.856964,0.045872
-1.928298,-0.448486
-2.106578,-0.072717
-1.793793,-0.260602
-1.817156,-0.095646
-1.991734,0.003221
-1.361708,-0.136013
-1.921072,-0.005057
-2.041479,-0.212134
-1.804977,-0.286439
-1.724982,-0.332290
-1.547386,-0.197664
-1.824435,-0.328720
-1.780584,-0.081125
-1.864334,0.344791
-1.586151,0.043997
-2.022453,-0.104565
-1.979153,-0.359700
-1.636137,-0.229472
-2.019440,-0.011938
-1.644661,-0.311994
-1.859062,-0.178993
-2.400329,0.016523
-1.751246,-0.319289
-1.704848,-0.179845
-1.998683,-0.429189
-1.858970,-0.207659
-1.523289,-0.066861
-1.872696,0.187430
-2.157882,-0.303420
-1.811563,-0.224874
-1.920314,-0.076435
-1.854501,-0.002704
-1.734829,-0.260350
-1.943537,0.185947
-2.056063,-0.049473
-2.072681,-0.055436
-1.837211,-0.343532
-1.971369,-0.278523
-1.762202,0.079256
-2.006747,-0.138377
-1.709595,-0.056021
-2.033030,-0.212269
-1.929311,0.396177
-2.034884,-0.170804
-1.772848,-0.293006
-1.825174,0.048681
-1.856980,-0.028826
-2.132466,0.203102
-1.930261,-0.004349
-1.918004,-0.246457
-2.406574,0.070444
-1.880082,-0.205589
-1.985363,-0.068030
-2.078801,-0.478828
-1.728686,-0.113583
-1.864738,-0.376451
-2.057984,-0.430318
-2.292766,0.191434
-2.113031,-0.555704
-1.954801,-0.440560
-1.824870,-0.162746
-2.008904,-0.033737
-1.969063,-0.241003
-2.029031,-0.508834
-1.856513,0.002420
-2.197669,-0.107164
-1.550657,-0.423877
-2.074301,-0.173014
-2.018949,-0.126571
-1.939433,0.003937
-2.005694,-0.364167
-2.034475,-0.053563
-2.074487,-0.261117
-1.696460,-0.086397
-1.824403,0.008507
-1.647815,0.002530
-2.210261,-0.039185
-1.908637,-0.067047
-1.899288,0.099706
-1.757759,-0.209766
-2.073525,-0.047048
-1.927375,0.152942
-1.759008,0.290234
-1.862874,-0.432807
-1.794729,-0.488374
-2.134372,-0.406873
-1.862066,-0.243389
-2.219007,0.122917
-1.595821,-0.428227
-1.811153,-0.398080
-1.445743,-0.301327
-1.853676,-0.015431
-1.745507,-0.158974
-2.123770,-0.411948
-1.808028,0.227377
-1.620847,-0.266171
-1.800340,-0.025740
-1.994253,0.022063
-1.922567,-0.008616
-1.739989,-0.209910
-1.449773,-0.538275
-1.560537,0.005630
-1.880183,-0.348363
-2.186512,-0.134144
-1.732045,-0.373667
-1.889596,-0.390060
-1.260603,0.076058
-1.842207,-0.184654
-2.370709,-0.307236
-1.871478,-0.048257
-2.179418,0.125518
-1.877974,0.148132
-1.711746,-0.133193
-1.810127,0.047252
-1.793693,0.227502
-1.752018,-0.461902
-2.066259,0.378619
-1.833561,-0.397005
-1.802150,-0.268654
-1.559176,-0.395420
-1.675121,-0.263235
-1.571755,-0.040075
-2.156093,-0.035263
-1.804052,-0.276881
-2.040824,-0.099120
-1.982431,-0.306432
-1.499975,0.121227
-1.822064,-0.403207
-1.879079,-0.359399
-2.040024,0.270620
-1.464230,0.203211
-1.691574,-0.184838
-1.970275,-0.039345
-2.071554,0.062871
-1.996721,0.222599
-1.858027,-0.545371
-1.984332,-0.303518
-1.831561,-0.145339
-1.827386,-0.249246
-1.968252,-0.317826
-2.524633,-0.352735
-2.053151,-0.117112
-1.702458,0.123270
-1.701916,-0.111189
-2.030945,-0.195221
-1.880560,-0.124392
-1.811546,-0.173886
-1.996507,-0.206196
-1.760965,-0.188466
2.010622,2.726148
2.346915,3.389725
1.267715,4.383251
1.839894,3.431133
-0.228235,2.263912
0.919283,2.749158
1.091304,3.096378
2.675569,3.534759
1.077706,2.654059
1.983538,2.329947
0.828285,3.201987
2.153070,3.594033
1.738282,2.055260
1.985976,3.110273
1.956858,2.177975
1.325272,3.312043
1.663456,2.073235
0.049964,2.480825
2.481402,3.164430
2.381906,2.173919
0.796037,3.426671
0.616784,2.564912
1.393646,3.203269
0.705505,3.437167
3.012450,3.515376
1.277588,3.581110
1.306161,1.943126
3.446805,3.727401
2.008413,2.797314
2.406728,4.418863
2.871316,1.779948
1.908328,2.421255
1.030349,3.294964
1.826677,3.377554
1.324679,2.440774
1.122478,2.643779
1.381592,2.221553
1.739283,2.183625
2.445980,2.640610
2.149814,2.119384
2.019162,2.571927
1.620052,3.224669
2.692632,2.526088
1.358995,2.555382
1.797264,4.872022
1.691472,3.704255
2.909995,3.668845
0.095127,2.830133
1.141774,3.021744
0.447046,2.939897
1.557922,2.175378
1.845317,3.312980
0.646945,2.151169
1.822489,1.311373
1.138473,1.457523
1.810975,2.212401
1.937572,3.518121
0.969335,3.531096
2.679611,2.909615
1.656562,2.660546
2.554114,2.439915
2.683306,3.104965
1.360789,2.966928
3.320860,2.929639
1.574935,3.780450
2.435208,2.773478
0.536927,3.994928
2.248376,3.404105
1.804922,2.593178
1.828801,2.498648
1.646746,2.136996
0.521789,3.923570
1.496865,3.508604
1.537355,5.077564
1.826742,3.676345
1.734270,2.670502
2.265381,3.996334
1.742702,4.085384
1.313574,2.990167
